Unnamed: 0,0
1T,-15.2
2T,-12.0
3T,-6.8
4T,2.2
5T,5.6
6T,12.0
7T,15.82758620689655
8T,13.2103448275862
5T-prev,9.6
6T-prev,10.5
7T-prev,19.4
8T-prev,13.0
9T-prev,7.3
10T-prev,-0.7
11T-prev,-1.2
12T-prev,-9.5
1R,25.6
2R,37.4
3R,57.8
4R,8.2
5R,69.6
6R,59.2
7R,73.53103448275863
8R,61.06206896551724
5R-prev,10.9
6R-prev,38.0
7R-prev,17.9
8R-prev,93.3
9R-prev,68.8
10R-prev,29.8
11R-prev,20.3
12R-prev,50.6
